,Game,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Developer,ESRB Rating,Composer,Composer Birthday,Composer Rank,Composer Rating,VGMDB Soundtrack Rating,VGMDB Soundtrack Popularity,mp3 Downloads Rank
902,The Sims 2,PC,2004,Simulation,Electronic Arts,90.0,8.8,Maxis,T,Jerry Martin,,5928.0,4.13,,,776.0
903,The Sims 2,PC,2004,Simulation,Electronic Arts,90.0,8.8,Maxis,T,Mark Mothersbaugh,1950-05-18,,,,,776.0
904,The Sims 2,PC,2004,Simulation,Electronic Arts,90.0,8.8,Maxis,T,Mutato Muzika,,,,,,776.0
905,The Sims 2,PC,2004,Simulation,Electronic Arts,90.0,8.8,Maxis,T,Silas Hite,1980-03-30,,,,,776.0
906,The Sims 2,XB,2005,Simulation,Electronic Arts,75.0,7.1,Maxis,T,Jerry Martin,,5928.0,4.13,,,776.0
907,The Sims 2,XB,2005,Simulation,Electronic Arts,75.0,7.1,Maxis,T,Mark Mothersbaugh,1950-05-18,,,,,776.0
908,The Sims 2,XB,2005,Simulation,Electronic Arts,75.0,7.1,Maxis,T,Mutato Muzika,,,,,,776.0
909,The Sims 2,XB,2005,Simulation,Electronic Arts,75.0,7.1,Maxis,T,Silas Hite,1980-03-30,,,,,776.0
910,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,78.0,7.1,Namco Bandai Games,E,Yuu Miyake,1973-11-19,7946.0,3.99,3.42,0.0877,
911,Gradius,NES,1986,Shooter,Konami Digital Entertainment,,,,,Miki Higashino,1968-01-01,4368.0,4.22,4.12,0.1198,
912,Gradius,NES,1986,Shooter,Konami Digital Entertainment,,,,,Miki Higashino,1968-01-01,4368.0,4.22,4.06,0.1267,
913,Gradius,NES,1986,Shooter,Konami Digital Entertainment,,,,,Miki Higashino,1968-01-01,4368.0,4.22,4.36,0.1296,
914,Gradius,NES,1986,Shooter,Konami Digital Entertainment,,,,,Miki Higashino,1968-01-01,4368.0,4.22,4.63,0.2149,
915,Saga Frontier,PS,1997,Role-Playing,SquareSoft,,,,,Kenji Ito,1968-07-05,7488.0,4.02,3.96,0.1891,
916,Crysis 2,X360,2011,Action,Electronic Arts,84.0,7.5,Crytek,M,Graeme Norgate,1971-03-20,7669.0,4.01,4.59,0.0998,617.0
917,Crysis 2,PS3,2011,Action,Electronic Arts,85.0,7.2,Crytek,M,Graeme Norgate,1971-03-20,7669.0,4.01,4.59,0.0998,617.0
918,Crysis 2,PC,2011,Action,Electronic Arts,86.0,6.8,Crytek,M,Graeme Norgate,1971-03-20,7669.0,4.01,4.59,0.0998,617.0
919,Alan Wake,X360,2010,Action,Microsoft Game Studios,83.0,8.1,Remedy Entertainment,T,Peter Hajba,1974-12-15,,,3.88,0.0952,
920,Alan Wake,PC,2012,Action,Nordic Games,83.0,8,Remedy Entertainment,T,Peter Hajba,1974-12-15,,,3.88,0.0952,
921,Romancing Saga 3,SNES,1995,Role-Playing,SquareSoft,,,,,Kenji Ito,1968-07-05,7488.0,4.02,4.23,0.2658,
922,Mario & Luigi: Partners In Time,DS,2005,Role-Playing,Nintendo,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,,,463.0
923,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,89.0,8.9,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.54,0.5304,203.0
924,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,89.0,8.9,KCET,M,Rika Muranaka,,4174.0,4.23,4.54,0.5304,203.0
925,Kid Icarus: Uprising,3DS,2012,Action,Nintendo,83.0,8.7,Opus, Project Sora,Noriyuki Iwadare,1964-04-28,7123.0,4.05,,,354.0
926,Kid Icarus: Uprising,3DS,2012,Action,Nintendo,83.0,8.7,Opus, Project Sora,Yasunori Mitsuda,1972-01-21,6165.0,4.11,,,354.0
927,Pokemon Xd: Gale Of Darkness,GC,2005,Role-Playing,Nintendo,64.0,8.3,Genius Sonority Inc.,E,Tsukasa Tawada,,8255.0,3.96,,,526.0
928,Hyrule Warriors,WiiU,2014,Action,Nintendo,76.0,8.3,Omega Force,T,Koji Kondo,1961-08-13,7399.0,4.03,,,480.0
929,Hyrule Warriors,WiiU,2014,Action,Nintendo,76.0,8.3,Omega Force,T,Koji Kondo,1961-08-13,7399.0,4.03,,,898.0
930,Hyrule Warriors,WiiU,2014,Action,Nintendo,76.0,8.3,Omega Force,T,Toru Minegishi,,7475.0,4.03,,,480.0
931,Hyrule Warriors,WiiU,2014,Action,Nintendo,76.0,8.3,Omega Force,T,Toru Minegishi,,7475.0,4.03,,,898.0
932,Hyrule Warriors,3DS,2016,Action,Nintendo,,,,,Koji Kondo,1961-08-13,7399.0,4.03,,,480.0
933,Hyrule Warriors,3DS,2016,Action,Nintendo,,,,,Koji Kondo,1961-08-13,7399.0,4.03,,,898.0
934,Hyrule Warriors,3DS,2016,Action,Nintendo,,,,,Toru Minegishi,,7475.0,4.03,,,480.0
935,Hyrule Warriors,3DS,2016,Action,Nintendo,,,,,Toru Minegishi,,7475.0,4.03,,,898.0
936,Castlevania,NES,1986,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,3.42,0.0514,261.0
937,Castlevania,NES,1986,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,3.95,0.143,261.0
938,Castlevania,NES,1986,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,3.68,0.1467,261.0
939,Castlevania,NES,1986,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,4.11,0.3047,261.0
940,Castlevania,NES,1986,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,3.42,0.0514,261.0
941,Castlevania,NES,1986,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,3.95,0.143,261.0
942,Castlevania,NES,1986,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,3.68,0.1467,261.0
943,Castlevania,NES,1986,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,4.11,0.3047,261.0
944,Castlevania,N64,1999,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,3.42,0.0514,261.0
945,Castlevania,N64,1999,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,3.95,0.143,261.0
946,Castlevania,N64,1999,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,3.68,0.1467,261.0
947,Castlevania,N64,1999,Platform,Konami Digital Entertainment,,,,,Kinuyo Yamashita,,6552.0,4.09,4.11,0.3047,261.0
948,Castlevania,N64,1999,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,3.42,0.0514,261.0
949,Castlevania,N64,1999,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,3.95,0.143,261.0
950,Castlevania,N64,1999,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,3.68,0.1467,261.0
951,Castlevania,N64,1999,Platform,Konami Digital Entertainment,,,,,Michiru Yamane,1963-09-23,6105.0,4.12,4.11,0.3047,261.0
952,Final Fantasy Iv,DS,2007,Simulation,Square Enix,85.0,7.7,Matrix Software,E10+,Kenichiro Fukui,1960-03-04,6980.0,4.06,4.53,0.1277,
953,Final Fantasy Iv,DS,2007,Simulation,Square Enix,85.0,7.7,Matrix Software,E10+,Kenichiro Fukui,1960-03-04,6980.0,4.06,4.08,0.1284,
954,Final Fantasy Iv,DS,2007,Simulation,Square Enix,85.0,7.7,Matrix Software,E10+,Kenichiro Fukui,1960-03-04,6980.0,4.06,4.11,0.1412,
955,Final Fantasy Iv,DS,2007,Simulation,Square Enix,85.0,7.7,Matrix Software,E10+,Kenichiro Fukui,1960-03-04,6980.0,4.06,3.85,0.2476,
956,Final Fantasy Iv,DS,2007,Simulation,Square Enix,85.0,7.7,Matrix Software,E10+,Kenichiro Fukui,1960-03-04,6980.0,4.06,3.96,0.2617,
957,Final Fantasy Iv,DS,2007,Simulation,Square Enix,85.0,7.7,Matrix Software,E10+,Kenichiro Fukui,1960-03-04,6980.0,4.06,4.23,0.4349,
958,Final Fantasy Iv,PS,1997,Simulation,SquareSoft,,,,,Kenichiro Fukui,1960-03-04,6980.0,4.06,4.53,0.1277,
959,Final Fantasy Iv,PS,1997,Simulation,SquareSoft,,,,,Kenichiro Fukui,1960-03-04,6980.0,4.06,4.08,0.1284,
960,Final Fantasy Iv,PS,1997,Simulation,SquareSoft,,,,,Kenichiro Fukui,1960-03-04,6980.0,4.06,4.11,0.1412,
961,Final Fantasy Iv,PS,1997,Simulation,SquareSoft,,,,,Kenichiro Fukui,1960-03-04,6980.0,4.06,3.85,0.2476,
962,Final Fantasy Iv,PS,1997,Simulation,SquareSoft,,,,,Kenichiro Fukui,1960-03-04,6980.0,4.06,3.96,0.2617,
963,Final Fantasy Iv,PS,1997,Simulation,SquareSoft,,,,,Kenichiro Fukui,1960-03-04,6980.0,4.06,4.23,0.4349,
964,Bayonetta,PS3,2009,Action,Sega,87.0,7.7,Nex Entertainment,M,Norihiko Hibino,1973-09-03,7388.0,4.03,4.4,0.1042,111.0
965,Bayonetta,PS3,2009,Action,Sega,87.0,7.7,Nex Entertainment,M,Norihiko Hibino,1973-09-03,7388.0,4.03,4.39,0.317,111.0
966,Bayonetta,PS3,2009,Action,Sega,87.0,7.7,Nex Entertainment,M,Takahiro Izutani,,7596.0,4.02,4.4,0.1042,111.0
967,Bayonetta,PS3,2009,Action,Sega,87.0,7.7,Nex Entertainment,M,Takahiro Izutani,,7596.0,4.02,4.39,0.317,111.0
968,Bayonetta,X360,2009,Action,Sega,90.0,8,PlatinumGames,M,Norihiko Hibino,1973-09-03,7388.0,4.03,4.4,0.1042,111.0
969,Bayonetta,X360,2009,Action,Sega,90.0,8,PlatinumGames,M,Norihiko Hibino,1973-09-03,7388.0,4.03,4.39,0.317,111.0
970,Bayonetta,X360,2009,Action,Sega,90.0,8,PlatinumGames,M,Takahiro Izutani,,7596.0,4.02,4.4,0.1042,111.0
971,Bayonetta,X360,2009,Action,Sega,90.0,8,PlatinumGames,M,Takahiro Izutani,,7596.0,4.02,4.39,0.317,111.0
972,Pikmin 2,GC,2004,Strategy,Nintendo,90.0,9.1,Nintendo,E,Kazumi Totaka,1967-08-23,6777.0,4.07,,,272.0
973,Shenmue,DC,1999,Adventure,Sega,88.0,9.4,Sega AM2,T,Hiroshi Fujioka,1946-02-19,8613.0,3.92,3.83,0.0483,
974,Shenmue,DC,1999,Adventure,Sega,88.0,9.4,Sega AM2,T,Hiroshi Fujioka,1946-02-19,8613.0,3.92,4.61,0.2946,
975,Shenmue,DC,1999,Adventure,Sega,88.0,9.4,Sega AM2,T,Hiroshi Fujioka,1946-02-19,8613.0,3.92,4.3,0.3629,
976,Mega Man 3,NES,1990,Platform,Capcom,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,,,255.0
977,Romancing Saga 2,SNES,1993,Role-Playing,SquareSoft,,,,,Kenji Ito,1968-07-05,7488.0,4.02,3.9,0.192,
978,Romancing Saga 2,SNES,1993,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.9,0.192,
979,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,83.0,7.9,Light Weight,T,Shinji Hosoe,1967-02-28,8140.0,3.97,3.96,0.0882,
980,Shadow Of The Colossus,PS2,2005,Action,Sony Computer Entertainment,91.0,9.1,SCE Japan Studio,T,Kow Otani,1957-05-01,3080.0,4.29,,,43.0
981,Shadow Of The Colossus,PS3,2011,Action,Sony Computer Entertainment,,8.4,Bluepoint Games,T,Kow Otani,1957-05-01,3080.0,4.29,,,43.0
982,Fantasy Life,3DS,2012,Role-Playing,Nintendo,73.0,8.6,Level 5, Brownie Brown,Tomohito Nishiura,1973-02-13,6999.0,4.06,4.05,0.0616,
983,Arc The Lad,PS,1995,Role-Playing,Sony Computer Entertainment,,,,,Michiru Oshima,1961-03-16,7193.0,4.05,3.93,0.0883,
984,Arc The Lad,PS,1995,Role-Playing,Sony Computer Entertainment,,,,,Michiru Oshima,1961-03-16,7193.0,4.05,4.11,0.153,
985,Legend Of Mana,PS,1999,Role-Playing,SquareSoft,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.54,0.243,
986,Legend Of Mana,PS,1999,Role-Playing,SquareSoft,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.36,0.4923,
987,Plants Vs. Zombies,DS,2011,Strategy,Mastertronic,81.0,7.4,TOSE,E10+,Laura Shigihara,,4117.0,4.23,4.04,0.1025,108.0
988,Plants Vs. Zombies,X360,2010,Strategy,PopCap Games,89.0,8.2,PopCap,E10+,Laura Shigihara,,4117.0,4.23,4.04,0.1025,108.0
989,Plants Vs. Zombies,PS3,2011,Strategy,PopCap Games,85.0,7.9,PopCap,E10+,Laura Shigihara,,4117.0,4.23,4.04,0.1025,108.0
990,Plants Vs. Zombies,PC,2009,Strategy,PopCap Games,87.0,8.9,PopCap,E10+,Laura Shigihara,,4117.0,4.23,4.04,0.1025,108.0
991,Virtua Fighter,SAT,1994,Fighting,Sega,,,,,Takayuki Nakamura,1967-07-19,7630.0,4.01,3.54,0.0782,
992,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,76.0,8,Bandai Namco Games,E10+,Nobuyoshi Sano,1969-01-19,8811.0,3.89,,,969.0
993,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,76.0,8,Bandai Namco Games,E10+,Yuu Miyake,1973-11-19,7946.0,3.99,,,969.0
994,Breath Of Fire Iii,PS,1997,Role-Playing,Capcom,,,,,Yoshino Aoki,,7006.0,4.06,4.13,0.2256,
995,Breath Of Fire Iii,PSP,2005,Role-Playing,Capcom,,9.7,Capcom,T,Yoshino Aoki,,7006.0,4.06,4.13,0.2256,
996,Shadow The Hedgehog,GC,2005,Platform,Sega,51.0,6.6,Sonic Team,E10+,Jun Senoue,1970-08-02,6091.0,4.12,4.08,0.044,109.0
997,Shadow The Hedgehog,GC,2005,Platform,Sega,51.0,6.6,Sonic Team,E10+,Jun Senoue,1970-08-02,6091.0,4.12,4.08,0.044,664.0
998,Shadow The Hedgehog,GC,2005,Platform,Sega,51.0,6.6,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.08,0.044,109.0
999,Shadow The Hedgehog,GC,2005,Platform,Sega,51.0,6.6,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.08,0.044,664.0
1000,Shadow The Hedgehog,PS2,2005,Platform,Sega,45.0,6,Sonic Team,E10+,Jun Senoue,1970-08-02,6091.0,4.12,4.08,0.044,109.0
1001,Shadow The Hedgehog,PS2,2005,Platform,Sega,45.0,6,Sonic Team,E10+,Jun Senoue,1970-08-02,6091.0,4.12,4.08,0.044,664.0
1002,Shadow The Hedgehog,PS2,2005,Platform,Sega,45.0,6,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.08,0.044,109.0
1003,Shadow The Hedgehog,PS2,2005,Platform,Sega,45.0,6,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.08,0.044,664.0
1004,Shadow The Hedgehog,XB,2005,Platform,Sega,49.0,5.5,Sega,E10+,Jun Senoue,1970-08-02,6091.0,4.12,4.08,0.044,109.0
1005,Shadow The Hedgehog,XB,2005,Platform,Sega,49.0,5.5,Sega,E10+,Jun Senoue,1970-08-02,6091.0,4.12,4.08,0.044,664.0
1006,Shadow The Hedgehog,XB,2005,Platform,Sega,49.0,5.5,Sega,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.08,0.044,109.0
1007,Shadow The Hedgehog,XB,2005,Platform,Sega,49.0,5.5,Sega,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.08,0.044,664.0
1008,Romancing Saga,SNES,1992,Role-Playing,SquareSoft,,,,,Kenji Ito,1968-07-05,7488.0,4.02,3.98,0.1967,
1009,Romancing Saga,SNES,1992,Role-Playing,SquareSoft,,,,,Kenji Ito,1968-07-05,7488.0,4.02,3.96,0.2022,
1010,Romancing Saga,SNES,1992,Role-Playing,SquareSoft,,,,,Kenji Ito,1968-07-05,7488.0,4.02,4.33,0.2456,
1011,Romancing Saga,PS2,2005,Role-Playing,Square Enix,58.0,8,Square Enix,E10+,Kenji Ito,1968-07-05,7488.0,4.02,3.98,0.1967,
1012,Romancing Saga,PS2,2005,Role-Playing,Square Enix,58.0,8,Square Enix,E10+,Kenji Ito,1968-07-05,7488.0,4.02,3.96,0.2022,
1013,Romancing Saga,PS2,2005,Role-Playing,Square Enix,58.0,8,Square Enix,E10+,Kenji Ito,1968-07-05,7488.0,4.02,4.33,0.2456,
1014,Shinobi,PS2,2002,Platform,Sony Computer Entertainment,71.0,7.9,Overworks,M,Rod Abernethy,,10359.0,3.27,4.53,0.128,
1015,Shinobi,PS2,2002,Platform,Sony Computer Entertainment,71.0,7.9,Overworks,M,Rod Abernethy,,10359.0,3.27,4.5,0.1984,
1016,Shinobi,3DS,2011,Platform,Sega,69.0,7.3,Griptonite Games,T,Rod Abernethy,,10359.0,3.27,4.53,0.128,
1017,Shinobi,3DS,2011,Platform,Sega,69.0,7.3,Griptonite Games,T,Rod Abernethy,,10359.0,3.27,4.5,0.1984,
1018,Wild Arms,PS,1996,Role-Playing,Sony Computer Entertainment,,,,,Michiko Naruke,,6668.0,4.08,3.88,0.1335,
1019,Wild Arms,PS,1996,Role-Playing,Sony Computer Entertainment,,,,,Michiko Naruke,,6668.0,4.08,3.86,0.1478,
1020,Wild Arms,PS,1996,Role-Playing,Sony Computer Entertainment,,,,,Michiko Naruke,,6668.0,4.08,4.11,0.2234,
1021,Wild Arms,PS,1996,Role-Playing,Sony Computer Entertainment,,,,,Michiko Naruke,,6668.0,4.08,4.14,0.2423,
1022,Castlevania Ii: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,,,,,Michiko Naruke,,6668.0,4.08,,,519.0
1023,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,92.0,8.9,Monolith Soft,T,Yasunori Mitsuda,1972-01-21,6165.0,4.11,,,45.0
1024,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,92.0,8.9,Monolith Soft,T,Yoko Shimomura,1967-10-19,6964.0,4.06,,,45.0
1025,Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,,,45.0
1026,Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,,,45.0
1027,Crysis 3,X360,2013,Shooter,Electronic Arts,76.0,6.7,Crytek,M,Graeme Norgate,1971-03-20,7669.0,4.01,,,448.0
1028,Crysis 3,PS3,2013,Shooter,Electronic Arts,77.0,6.3,Crytek,M,Graeme Norgate,1971-03-20,7669.0,4.01,,,448.0
1029,Crysis 3,PC,2013,Shooter,Electronic Arts,76.0,6.5,Crytek,M,Graeme Norgate,1971-03-20,7669.0,4.01,,,448.0
1030,Castlevania: Circle Of The Moon,GBA,2001,Platform,Konami Digital Entertainment,91.0,8.5,KCEK,T,Taro Kudo,,3388.0,4.27,4.27,0.2526,
1031,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games,T,Go Shiina,1974-05-16,5252.0,4.17,3.6,0.1452,219.0
1032,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games,T,Go Shiina,1974-05-16,5252.0,4.17,3.6,0.1452,605.0
1033,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games,T,Shinji Hosoe,1967-02-28,8140.0,3.97,3.6,0.1452,219.0
1034,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games,T,Shinji Hosoe,1967-02-28,8140.0,3.97,3.6,0.1452,605.0
1035,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games,T,Yuu Miyake,1973-11-19,7946.0,3.99,3.6,0.1452,219.0
1036,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games,T,Yuu Miyake,1973-11-19,7946.0,3.99,3.6,0.1452,605.0
1037,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,83.0,7.5,Namco Bandai Games,T,Go Shiina,1974-05-16,5252.0,4.17,3.6,0.1452,219.0
1038,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,83.0,7.5,Namco Bandai Games,T,Go Shiina,1974-05-16,5252.0,4.17,3.6,0.1452,605.0
1039,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,83.0,7.5,Namco Bandai Games,T,Shinji Hosoe,1967-02-28,8140.0,3.97,3.6,0.1452,219.0
1040,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,83.0,7.5,Namco Bandai Games,T,Shinji Hosoe,1967-02-28,8140.0,3.97,3.6,0.1452,605.0
1041,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,83.0,7.5,Namco Bandai Games,T,Yuu Miyake,1973-11-19,7946.0,3.99,3.6,0.1452,219.0
1042,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,83.0,7.5,Namco Bandai Games,T,Yuu Miyake,1973-11-19,7946.0,3.99,3.6,0.1452,605.0
1043,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,,,,,Go Shiina,1974-05-16,5252.0,4.17,3.6,0.1452,219.0
1044,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,,,,,Go Shiina,1974-05-16,5252.0,4.17,3.6,0.1452,605.0
1045,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,,,,,Shinji Hosoe,1967-02-28,8140.0,3.97,3.6,0.1452,219.0
1046,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,,,,,Shinji Hosoe,1967-02-28,8140.0,3.97,3.6,0.1452,605.0
1047,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,,,,,Yuu Miyake,1973-11-19,7946.0,3.99,3.6,0.1452,219.0
1048,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,,,,,Yuu Miyake,1973-11-19,7946.0,3.99,3.6,0.1452,605.0
1049,Darksiders Ii,PS3,2012,Action,THQ,84.0,7.1,Vigil Games,M,Jesper Kyd,1972-02-03,8115.0,3.97,4.35,0.0969,
1050,Darksiders Ii,X360,2012,Action,THQ,83.0,8,Vigil Games,M,Jesper Kyd,1972-02-03,8115.0,3.97,4.35,0.0969,
1051,Darksiders Ii,PS4,2015,Action,Nordic Games,,,,,Jesper Kyd,1972-02-03,8115.0,3.97,4.35,0.0969,
1052,Darksiders Ii,PC,2012,Action,Nordic Games,81.0,7.8,Vigil Games,M,Jesper Kyd,1972-02-03,8115.0,3.97,4.35,0.0969,
1053,Darksiders Ii,WiiU,2012,Action,THQ,85.0,8.2,Vigil Games,M,Jesper Kyd,1972-02-03,8115.0,3.97,4.35,0.0969,
1054,Darksiders Ii,XOne,2015,Action,Nordic Games,,,,,Jesper Kyd,1972-02-03,8115.0,3.97,4.35,0.0969,
1055,Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,84.0,8.9,Monolith Soft,T,Yasunori Mitsuda,1972-01-21,6165.0,4.11,1.5,0.0091,131.0
1056,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,83.0,8.4,Level 5,T,Tomohito Nishiura,1973-02-13,6999.0,4.06,4.07,0.1274,
1057,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,83.0,8.4,Level 5,T,Tomohito Nishiura,1973-02-13,6999.0,4.06,4.21,0.1456,
1058,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,83.0,8.4,Level 5,T,Yoko Shimomura,1967-10-19,6964.0,4.06,4.07,0.1274,
1059,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,83.0,8.4,Level 5,T,Yoko Shimomura,1967-10-19,6964.0,4.06,4.21,0.1456,
1060,Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,,,,,Go Shiina,1974-05-16,5252.0,4.17,4.05,0.1659,949.0
1061,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,84.0,5.3,Capcom,T,Nobuyoshi Sano,1969-01-19,8811.0,3.89,3.09,0.0405,
1062,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,84.0,5.3,Capcom,T,Yuu Miyake,1973-11-19,7946.0,3.99,3.09,0.0405,
1063,Street Fighter X Tekken,X360,2012,Fighting,Capcom,83.0,4.4,Capcom,T,Nobuyoshi Sano,1969-01-19,8811.0,3.89,3.09,0.0405,
1064,Street Fighter X Tekken,X360,2012,Fighting,Capcom,83.0,4.4,Capcom,T,Yuu Miyake,1973-11-19,7946.0,3.99,3.09,0.0405,
1065,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,79.0,7.5,Capcom,T,Nobuyoshi Sano,1969-01-19,8811.0,3.89,3.09,0.0405,
1066,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,79.0,7.5,Capcom,T,Yuu Miyake,1973-11-19,7946.0,3.99,3.09,0.0405,
1067,Street Fighter X Tekken,PC,2012,Fighting,Capcom,79.0,6.4,Capcom, QLOC,Nobuyoshi Sano,1969-01-19,8811.0,3.89,3.09,0.0405,
1068,Street Fighter X Tekken,PC,2012,Fighting,Capcom,79.0,6.4,Capcom, QLOC,Yuu Miyake,1973-11-19,7946.0,3.99,3.09,0.0405,
1069,Mega Man,NES,1987,Platform,Capcom,,,,,Akari Kaida,1974-01-10,7252.0,4.04,,,720.0
1070,Mega Man,NES,1987,Platform,Capcom,,,,,Alph Lyla,,,,,,720.0
1071,Final Fantasy Xi: Wings Of The Goddess,PS2,2007,Role-Playing,Square Enix,,tbd,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.57,0.1476,
1072,Final Fantasy Xi: Wings Of The Goddess,X360,2007,Role-Playing,Square Enix,63.0,5.8,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.57,0.1476,
1073,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,80.0,8.3,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,4.15,0.0797,
1074,Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,78.0,8.8,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,4.15,0.0797,
1075,Doom,PS,1994,Shooter,Infogrames,,,,,Allister Brimble,1970-11-29,5930.0,4.13,4.55,0.0621,
1076,Doom,GBA,2001,Shooter,Activision,81.0,8.5,David A. Palmer Productions,T,Allister Brimble,1970-11-29,5930.0,4.13,4.55,0.0621,
1077,Doom,PC,1992,Shooter,id Software,85.0,8.2,id Software,M,Allister Brimble,1970-11-29,5930.0,4.13,4.55,0.0621,
1078,The World Ends With You,DS,2007,Role-Playing,Square Enix,88.0,8.9,Jupiter Corporation,T,Yoko Shimomura,1967-10-19,6964.0,4.06,,,159.0
1079,The World Ends With You,DS,2007,Role-Playing,Square Enix,88.0,8.9,Jupiter Corporation,T,Yoko Shimomura,1967-10-19,6964.0,4.06,,,472.0
