Soundtrack; Composer; Composer Birthday
The Idolmaster Movie: Beyond the Brilliant Future!; Go Shiina; 1974-05-16
In Search of the Lost Future; Go Shiina; 1974-05-16
Tales of Zestiria: Dawn of the Shepherd; Go Shiina; 1974-05-16
God Eater; Go Shiina; 1974-05-16
Dimension W; Go Shiina; 1974-05-16
Tales of Zestiria the X; Go Shiina; 1974-05-16
Juni Taisen: Zodiac War; Go Shiina; 1974-05-16
LayereD Stories 0; Go Shiina; 1974-05-16
Fate/Grand Order x Himuro's World: Seven Most Powerful Great Figures Chapter; Go Shiina; 1974-05-16
Today's Menu for the Emiya Family; Go Shiina; 1974-05-16
Million Arthur; Go Shiina; 1974-05-16
Demon Slayer: Kimetsu no Yaiba; Go Shiina; 1974-05-16
THE iDOLM@STER; Go Shiina; 1974-05-16
 RADIO Utahime Rakuen; Go Shiina; 1974-05-16
Egoist; Go Shiina; 1974-05-16
THE iDOLM@STER MASTER ARTIST 07 Azusa Miura; Go Shiina; 1974-05-16
Echoes of War; Go Shiina; 1974-05-16
: The Music of Blizzard Entertainment; Go Shiina; 1974-05-16
THE iDOLM@STER MASTER ARTIST 2 -FIRST SEASON- 05 Chihaya Kisaragi; Go Shiina; 1974-05-16
THE iDOLM@STER CINDERELLA MASTER 004 Kaede Takagaki; Go Shiina; 1974-05-16
Hasta La Vista; Go Shiina; 1974-05-16
Dear Darling; Go Shiina; 1974-05-16
Niji no Yakusoku; Go Shiina; 1974-05-16
little legacy; Go Shiina; 1974-05-16
Words of GRACE; Go Shiina; 1974-05-16
BS Fuji; Go Shiina; 1974-05-16
's programming block "Anime Guild"; Go Shiina; 1974-05-16
throw together; Go Shiina; 1974-05-16
THE iDOLM@STER CINDERELLA MASTER KOI KAZE -SAI-; Go Shiina; 1974-05-16
THE iDOLM@STER CINDERELLA GIRLS MASTER SEASONS SPRING!; Go Shiina; 1974-05-16
Crysis; Graeme Norgate; 1971-03-20
Warhead; Graeme Norgate; 1971-03-20
Crysis 2; Graeme Norgate; 1971-03-20
Crysis 3; Graeme Norgate; 1971-03-20
Far Cry; Graeme Norgate; 1971-03-20
Warface; Graeme Norgate; 1971-03-20
Ryse: Son of Rome; Graeme Norgate; 1971-03-20
Hunt: Showdown; Graeme Norgate; 1971-03-20
The Climb; Graeme Norgate; 1971-03-20
Robinson: The Journey; Graeme Norgate; 1971-03-20
Arena of Fate; Graeme Norgate; 1971-03-20
Turn of the Blade; Greg Edmonson; n/a
Science Fiction: A Journey Into the Unknown; Greg Edmonson; n/a
Last Lives; Greg Edmonson; n/a
Martian Law; Greg Edmonson; n/a
Frog and Wombat; Greg Edmonson; n/a
Undercover Angel; Greg Edmonson; n/a
Blue Ridge Fall; Greg Edmonson; n/a
Gary the Rat; Greg Edmonson; n/a
Luckytown; Greg Edmonson; n/a
Fast Women; Greg Edmonson; n/a
Miss Castaway and the Island Girls; Greg Edmonson; n/a
Sweet Union; Greg Edmonson; n/a
My First Christmas Tree; Greg Edmonson; n/a
Skyrunners; Greg Edmonson; n/a
Montana Amazon; Greg Edmonson; n/a
Bounty Killer; Greg Edmonson; n/a
Cop Rock; Greg Edmonson; n/a
Masters of the Maze; Greg Edmonson; n/a
King of the Hill; Greg Edmonson; n/a
Firefly; Greg Edmonson; n/a
F.L.I.P. Mysteries: Women on the Case; Greg Edmonson; n/a
Uncharted: Drake's Fortune; Greg Edmonson; n/a
Uncharted 2: Among Thieves; Greg Edmonson; n/a
Uncharted 3: Drake's Deception; Greg Edmonson; n/a
Blood; Guy Whitmore; n/a
Blood: Plasma Pak; Guy Whitmore; n/a
Blood II: The Chosen; Guy Whitmore; n/a
The Nightmare Levels; Guy Whitmore; n/a
The Operative: No One Lives Forever; Guy Whitmore; n/a
No One Lives Forever 2: A Spy in H.A.R.M.'s Way; Guy Whitmore; n/a
Contract J.A.C.K.; Guy Whitmore; n/a
F.E.A.R.; Guy Whitmore; n/a
F.E.A.R. 2: Project Origin; Guy Whitmore; n/a
F.E.A.R. 2: Reborn; Guy Whitmore; n/a
Condemned: Criminal Origins; Guy Whitmore; n/a
Condemned 2: Bloodshot; Guy Whitmore; n/a
Guardians of Middle-earth; Guy Whitmore; n/a
Middle-earth: Shadow of Mordor; Guy Whitmore; n/a
Middle-earth: Shadow of War; Guy Whitmore; n/a
Aliens versus Predator 2; Guy Whitmore; n/a
Claw; Guy Whitmore; n/a
Get Medieval; Guy Whitmore; n/a
Gotham City Impostors; Guy Whitmore; n/a
Gruntz; Guy Whitmore; n/a
Sanity: Aiken's Artifact; Guy Whitmore; n/a
Shogo: Mobile Armor Division; Guy Whitmore; n/a
Tex Atomic's Big Bot Battles; Guy Whitmore; n/a
Tron 2.0; Guy Whitmore; n/a
The Matrix Online; Guy Whitmore; n/a
Maabus; Guy Whitmore; n/a
Rage of Mages; Guy Whitmore; n/a
Gorky 17; Guy Whitmore; n/a
Septerra Core; Guy Whitmore; n/a
Priest; Guy Whitmore; n/a
Betrayer; Guy Whitmore; n/a
The Lion King; Hans Zimmer; 1957-09-12
The Lion King; Hans Zimmer; 1957-09-12
Gladiator; Hans Zimmer; 1957-09-12
The Lion King; Hans Zimmer; 1957-09-12
The Lion King; Hans Zimmer; 1957-09-12
Crimson Tide; Hans Zimmer; 1957-09-12
The Dark Knight; Hans Zimmer; 1957-09-12
The Thin Red Line; Hans Zimmer; 1957-09-12
Gladiator; Hans Zimmer; 1957-09-12
The Last Samurai; Hans Zimmer; 1957-09-12
Inception; Hans Zimmer; 1957-09-12
The Dark Knight; Hans Zimmer; 1957-09-12
Inception; Hans Zimmer; 1957-09-12
Interstellar; Hans Zimmer; 1957-09-12
The Dark Knight; Hans Zimmer; 1957-09-12
The Dark Knight Rises; Hans Zimmer; 1957-09-12
Man of Steel; Hans Zimmer; 1957-09-12
Inception; Hans Zimmer; 1957-09-12
12 Years a Slave; Hans Zimmer; 1957-09-12
Gladiator; Hans Zimmer; 1957-09-12
Interstellar; Hans Zimmer; 1957-09-12
Inception; Hans Zimmer; 1957-09-12
Interstellar; Hans Zimmer; 1957-09-12
The Lion King; Hans Zimmer; 1957-09-12
The Thin Red Line; Hans Zimmer; 1957-09-12
Gladiator; Hans Zimmer; 1957-09-12
Mission: Impossible 2; Hans Zimmer; 1957-09-12
Beyond Rangoon; Hans Zimmer; 1957-09-12
Black Hawk Down; Hans Zimmer; 1957-09-12
Spirit: Stallion of the Cimarron; Hans Zimmer; 1957-09-12
Pirates of the Caribbean: The Curse of the Black Pearl; Hans Zimmer; 1957-09-12
Batman Begins; Hans Zimmer; 1957-09-12
The Da Vinci Code; Hans Zimmer; 1957-09-12
Pirates of the Caribbean: Dead Man's Chest; Hans Zimmer; 1957-09-12
Pirates of the Caribbean: At World's End; Hans Zimmer; 1957-09-12
The Simpsons Movie; Hans Zimmer; 1957-09-12
Pirates of the Caribbean: Soundtrack Treasures Collection; Hans Zimmer; 1957-09-12
The Dark Knight; Hans Zimmer; 1957-09-12
Sherlock Holmes; Hans Zimmer; 1957-09-12
Inception; Hans Zimmer; 1957-09-12
Pirates of the Caribbean: On Stranger Tides; Hans Zimmer; 1957-09-12
Sherlock Holmes: A Game of Shadows; Hans Zimmer; 1957-09-12
The Dark Knight Rises; Hans Zimmer; 1957-09-12
Man of Steel; Hans Zimmer; 1957-09-12
The Lone Ranger; Hans Zimmer; 1957-09-12
12 Years a Slave; Hans Zimmer; 1957-09-12
Rush; Hans Zimmer; 1957-09-12
The Amazing Spider-Man 2; Hans Zimmer; 1957-09-12
Interstellar; Hans Zimmer; 1957-09-12
Batman v Superman: Dawn of Justice; Hans Zimmer; 1957-09-12
Blade Runner 2049; Hans Zimmer; 1957-09-12
Antz; Harry Gregson-Williams; 1961-12-13
Antz; Harry Gregson-Williams; 1961-12-13
Enemy of the State; Harry Gregson-Williams; 1961-12-13
Chicken Run; Harry Gregson-Williams; 1961-12-13
Shrek; Harry Gregson-Williams; 1961-12-13
Chicken Run; Harry Gregson-Williams; 1961-12-13
Shrek; Harry Gregson-Williams; 1961-12-13
Shrek 2; Harry Gregson-Williams; 1961-12-13
Man on Fire; Harry Gregson-Williams; 1961-12-13
Kingdom of Heaven; Harry Gregson-Williams; 1961-12-13
The Chronicles of Narnia: Prince Caspian; Harry Gregson-Williams; 1961-12-13
Eleventh Hour; Harry Gregson-Williams; 1961-12-13
Em; Harry Gregson-Williams; 1961-12-13
The Rock; Harry Gregson-Williams; 1961-12-13
Antz; Harry Gregson-Williams; 1961-12-13
Chicken Run; Harry Gregson-Williams; 1961-12-13
Shrek; Harry Gregson-Williams; 1961-12-13
Spy Game; Harry Gregson-Williams; 1961-12-13
Shrek; Harry Gregson-Williams; 1961-12-13
Sinbad: Legend of the Seven Seas; Harry Gregson-Williams; 1961-12-13
Shrek 2; Harry Gregson-Williams; 1961-12-13
Shrek 2; Harry Gregson-Williams; 1961-12-13
Shrek 2; Harry Gregson-Williams; 1961-12-13
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe; Harry Gregson-Williams; 1961-12-13
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe; Harry Gregson-Williams; 1961-12-13
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe; Harry Gregson-Williams; 1961-12-13
Shrek the Third; Harry Gregson-Williams; 1961-12-13
Déjà Vu; Harry Gregson-Williams; 1961-12-13
Shrek the Third; Harry Gregson-Williams; 1961-12-13
The Number 23; Harry Gregson-Williams; 1961-12-13
Flushed Away; Harry Gregson-Williams; 1961-12-13
Jet Set Radio; Hideki Naganuma; 1972-05-16
Jet Set Radio Future; Hideki Naganuma; 1972-05-16
Ollie King; Hideki Naganuma; 1972-05-16
Sega Superstars Tennis; Hideki Naganuma; 1972-05-16
Sonic & Sega All-Stars Racing; Hideki Naganuma; 1972-05-16
Sonic & All-Stars Racing Transformed; Hideki Naganuma; 1972-05-16
Django; Hirokazu Tanaka; 1957-12-13
Space Firebird; Hirokazu Tanaka; 1957-12-13
Radar Scope; Hirokazu Tanaka; 1957-12-13
Heli Fire; Hirokazu Tanaka; 1957-12-13
Donkey Kong; Hirokazu Tanaka; 1957-12-13
Mickey & Donald; Hirokazu Tanaka; 1957-12-13
Donkey Kong 2; Hirokazu Tanaka; 1957-12-13
Donkey Kong 3; Hirokazu Tanaka; 1957-12-13
Pinball; Hirokazu Tanaka; 1957-12-13
Mario's Cement Factory; Hirokazu Tanaka; 1957-12-13
Donkey Kong Jr.; Hirokazu Tanaka; 1957-12-13
Snoopy; Hirokazu Tanaka; 1957-12-13
Popeye; Hirokazu Tanaka; 1957-12-13
Mario's Bombs Away; Hirokazu Tanaka; 1957-12-13
Spitball Sparky; Hirokazu Tanaka; 1957-12-13
Wild Gunman; Hirokazu Tanaka; 1957-12-13
Duck Hunt; Hirokazu Tanaka; 1957-12-13
Hogan's Alley; Hirokazu Tanaka; 1957-12-13
Urban Champion; Hirokazu Tanaka; 1957-12-13
Balloon Fight; Hirokazu Tanaka; 1957-12-13
Wrecking Crew; Hirokazu Tanaka; 1957-12-13
Stack-Up; Hirokazu Tanaka; 1957-12-13
Gyromite; Hirokazu Tanaka; 1957-12-13
Gumshoe; Hirokazu Tanaka; 1957-12-13
Metroid; Hirokazu Tanaka; 1957-12-13
Kid Icarus; Hirokazu Tanaka; 1957-12-13
Famicom Wars; Hirokazu Tanaka; 1957-12-13
Super Mario Land; Hirokazu Tanaka; 1957-12-13
Yakuman; Hirokazu Tanaka; 1957-12-13
Tetris; Hirokazu Tanaka; 1957-12-13
Mother; Hirokazu Tanaka; 1957-12-13
Golf; Hirokazu Tanaka; 1957-12-13
Knight Move; Hirokazu Tanaka; 1957-12-13
Dr. Mario; Hirokazu Tanaka; 1957-12-13
Barker Bill's Trick Shooting; Hirokazu Tanaka; 1957-12-13
Balloon Fight GB; Hirokazu Tanaka; 1957-12-13
Hello Kitty World; Hirokazu Tanaka; 1957-12-13
Mario Paint; Hirokazu Tanaka; 1957-12-13
EarthBound; Hirokazu Tanaka; 1957-12-13
Snoopy Concert; Hirokazu Tanaka; 1957-12-13
Game Boy Camera; Hirokazu Tanaka; 1957-12-13
Fire Emblem Gaiden; Hirokazu Tanaka; 1957-12-13
X; Hirokazu Tanaka; 1957-12-13
Fire Emblem: Mystery of the Emblem; Hirokazu Tanaka; 1957-12-13
Metroid: Zero Mission; Hirokazu Tanaka; 1957-12-13
Mother 3; Hirokazu Tanaka; 1957-12-13
Super Smash Bros. Brawl; Hirokazu Tanaka; 1957-12-13
PokéPark Wii: Pikachu's Adventure; Hirokazu Tanaka; 1957-12-13
PokéPark 2: Wonders Beyond; Hirokazu Tanaka; 1957-12-13
Play for Japan: The Album; Hirokazu Tanaka; 1957-12-13
Pokémon Dream Radar; Hirokazu Tanaka; 1957-12-13
Super Smash Bros. for Nintendo 3DS and Wii U; Hirokazu Tanaka; 1957-12-13
Great Detective Pikachu; Hirokazu Tanaka; 1957-12-13
Super Smash Bros. Ultimate; Hirokazu Tanaka; 1957-12-13
Mother 3; Hirokazu Tanaka; 1957-12-13
Super Smash Bros.; Hirokazu Tanaka; 1957-12-13
Kamen Rider; Hiroshi Fujioka; 1946-02-19
Kamen Rider Vs. Shocker; Hiroshi Fujioka; 1946-02-19
Kamen Rider Vs. Hell Ambassador; Hiroshi Fujioka; 1946-02-19
Kamen Rider V3; Hiroshi Fujioka; 1946-02-19
kamen Rider V3 Vs. Destron Mutants; Hiroshi Fujioka; 1946-02-19
Five Riders Vs. King Dark; Hiroshi Fujioka; 1946-02-19
Kamen Rider Stronger; Hiroshi Fujioka; 1946-02-19
OOO, Den-O, All Riders: Let's Go Kamen Riders; Hiroshi Fujioka; 1946-02-19
Heisei Riders vs. Shōwa Riders: Kamen Rider Taisen feat. Super Sentai; Hiroshi Fujioka; 1946-02-19
Kamen Rider 1; Hiroshi Fujioka; 1946-02-19
Yaju-gari; Hiroshi Fujioka; 1946-02-19
Submersion of Japan; Hiroshi Fujioka; 1946-02-19
Yaju Shisu Beshi: Fukushu no Mekanikku; Hiroshi Fujioka; 1946-02-19
ESPY; Hiroshi Fujioka; 1946-02-19
Katsu Kaishu; Hiroshi Fujioka; 1946-02-19
Shiroi Kiba; Hiroshi Fujioka; 1946-02-19
Tokyo Wan Enjou; Hiroshi Fujioka; 1946-02-19
Samurai!; Hiroshi Fujioka; 1946-02-19
Koi No Kutyu Buranko; Hiroshi Fujioka; 1946-02-19
Sabita Flame; Hiroshi Fujioka; 1946-02-19
Tokusou Saizensen; Hiroshi Fujioka; 1946-02-19
Kiteki Ga Hibiku; Hiroshi Fujioka; 1946-02-19
Kieta Giantsu; Hiroshi Fujioka; 1946-02-19
Kusa Moeru; Hiroshi Fujioka; 1946-02-19
 as Miura Yshimura; Hiroshi Fujioka; 1946-02-19
Onna Taikoki; Hiroshi Fujioka; 1946-02-19
Sekigahara; Hiroshi Fujioka; 1946-02-19
Ghost Warrior; Hiroshi Fujioka; 1946-02-19
Swordkill; Hiroshi Fujioka; 1946-02-19
Haru no Hato; Hiroshi Fujioka; 1946-02-19
Hong Kong　Tokyo　Tokusoudetective; Hiroshi Fujioka; 1946-02-19
Kasuga no tsubone; Hiroshi Fujioka; 1946-02-19
K2; Hiroshi Fujioka; 1946-02-19
Ai Ni Tsuite Tokyo; Hiroshi Fujioka; 1946-02-19
Yamato Takeru; Hiroshi Fujioka; 1946-02-19
Hana no Ran; Hiroshi Fujioka; 1946-02-19
La Vie kyousei!; Hiroshi Fujioka; 1946-02-19
Shogun Cop; Hiroshi Fujioka; 1946-02-19
Asuka; Hiroshi Fujioka; 1946-02-19
Sakuya Youkaiden; Hiroshi Fujioka; 1946-02-19
Kinpachi-sensei (2001) as Tsurumoto Yusuke; Hiroshi Fujioka; 1946-02-19
Kamen Rider Agito: Project G4; Hiroshi Fujioka; 1946-02-19
Fantastipo; Hiroshi Fujioka; 1946-02-19
Nine in Adversity; Hiroshi Fujioka; 1946-02-19
Koisuru Tomato; Hiroshi Fujioka; 1946-02-19
Crab goalkeeper; Hiroshi Fujioka; 1946-02-19
Nihon Igai Zenbu Chinbotsu; Hiroshi Fujioka; 1946-02-19
Tomica Hero: Rescue Force Explosive Movie: Rescue the Mach Train!; Hiroshi Fujioka; 1946-02-19
Tomica Hero: Rescue Fire; Hiroshi Fujioka; 1946-02-19
Sanada Maru; Hiroshi Fujioka; 1946-02-19
Kamen Rider V3; Hiroshi Fujioka; 1946-02-19
Shenmue; Hiroshi Fujioka; 1946-02-19
Shenmue II; Hiroshi Fujioka; 1946-02-19
Arcade Gamer Fubuki; Hiroshi Fujioka; 1946-02-19
Kamen Rider Seigi No Keifu; Hiroshi Fujioka; 1946-02-19
Kingdom Hearts II; Hiroshi Fujioka; 1946-02-19
Last Order -Final Fantasy VII-; Hiroshi Fujioka; 1946-02-19
Pokémon Ranger and the Prince of the Sea: Manaphy; Hiroshi Fujioka; 1946-02-19
Fist of the North Star Zero: Legend of Kenshiro; Hiroshi Fujioka; 1946-02-19
Project X Zone 2; Hiroshi Fujioka; 1946-02-19
Kamen Rider: Battride War Genesis; Hiroshi Fujioka; 1946-02-19
The Big Boss; Hiroshi Fujioka; 1946-02-19
Bad News Baseball; Hiroshi Miyazaki; n/a
Tecmo World Wrestling; Hiroshi Miyazaki; n/a
Ninja Gaiden II: The Dark Sword of Chaos; Hiroshi Miyazaki; n/a
Ninja Gaiden III: The Ancient Ship of Doom; Hiroshi Miyazaki; n/a
Final Star Force; Hiroshi Miyazaki; n/a
Tecmo Super Bowl; Hiroshi Miyazaki; n/a
Captain Tsubasa 4: Pro no Rival Tachi; Hiroshi Miyazaki; n/a
Captain Tsubasa 5: Hasha no Shōgō Campione; Hiroshi Miyazaki; n/a
Ninja Gaiden Trilogy; Hiroshi Miyazaki; n/a
V-Goal Soccer '96; Hiroshi Miyazaki; n/a
Kagero: Deception II; Hiroshi Miyazaki; n/a
Tecmo World Cup '98; Hiroshi Miyazaki; n/a
Deception III: Dark Delusion; Hiroshi Miyazaki; n/a
Monster Rancher Hop-A-Bout; Hiroshi Miyazaki; n/a
Super Shot Soccer; Hiroshi Miyazaki; n/a
Monster Rancher 4; Hiroshi Miyazaki; n/a
Chaos World; Hiroyuki Iwatsuki; n/a
Spanky's Quest; Hiroyuki Iwatsuki; n/a
Choujin Sentai Jetman; Hiroyuki Iwatsuki; n/a
Tail 'Gator; Hiroyuki Iwatsuki; n/a
Ninja Gaiden Shadow; Hiroyuki Iwatsuki; n/a
Shatterhand; Hiroyuki Iwatsuki; n/a
Pocky & Rocky; Hiroyuki Iwatsuki; n/a
Mitsume ga Tooru; Hiroyuki Iwatsuki; n/a
Chase H.Q. II: Special Criminal Investigation; Hiroyuki Iwatsuki; n/a
Ghost Sweeper Mikami: Joreishi ha Nice Body; Hiroyuki Iwatsuki; n/a
Mighty Morphin Power Rangers; Hiroyuki Iwatsuki; n/a
Mitsume ga Tooru; Hiroyuki Iwatsuki; n/a
Zen-Nippon Pro Wrestling; Hiroyuki Iwatsuki; n/a
Natsume Championship Wrestling; Hiroyuki Iwatsuki; n/a
The Ninja Warriors Again; Hiroyuki Iwatsuki; n/a
Pocky & Rocky 2; Hiroyuki Iwatsuki; n/a
Wild Guns; Hiroyuki Iwatsuki; n/a
Natsume Championship Wrestling; Hiroyuki Iwatsuki; n/a
Mighty Morphin Power Rangers: The Fighting Edition; Hiroyuki Iwatsuki; n/a
Zen-Nippon Pro Wrestling 2; Hiroyuki Iwatsuki; n/a
Mighty Morphin Power Rangers: The Movie; Hiroyuki Iwatsuki; n/a
Mighty Morphin Power Rangers; Hiroyuki Iwatsuki; n/a
Gekisō Sentai Carranger: Zenkai! Racer Senshi; Hiroyuki Iwatsuki; n/a
Gundam Wing Endless Duel; Hiroyuki Iwatsuki; n/a
Power Rangers Zeo: Battle Racers; Hiroyuki Iwatsuki; n/a
Hokuto no Ken: Seikimatsu Kyūseishu Densetsu; Hiroyuki Iwatsuki; n/a
Gear Fighter Dendoh; Hiroyuki Iwatsuki; n/a
Hyakujuu Sentai GaoRanger; Hiroyuki Iwatsuki; n/a
Ninpu Sentai Hurricanger; Hiroyuki Iwatsuki; n/a
WWE Road to WrestleMania X8; Hiroyuki Iwatsuki; n/a
Mobile Suit Gundam SEED; Hiroyuki Iwatsuki; n/a
Battle Assault 3 Featuring Gundam SEED; Hiroyuki Iwatsuki; n/a
Omega Five; Hiroyuki Iwatsuki; n/a
Half-Minute Hero; Hiroyuki Iwatsuki; n/a
Half-Minute Hero: The Second Coming; Hiroyuki Iwatsuki; n/a
Wild Guns Reloaded; Hiroyuki Iwatsuki; n/a
Mobile Suit Gundam Unicorn; Hiroyuki Sawano; 1980-09-12
Mobile Suit Gundam Unicorn RE:0096; Hiroyuki Sawano; 1980-09-12
Revolter; Hitoshi Sakimoto; 1969-02-26
Bubble Ghost; Hitoshi Sakimoto; 1969-02-26
Carat; Hitoshi Sakimoto; 1969-02-26
Starship Rendezvous; Hitoshi Sakimoto; 1969-02-26
Devilish; Hitoshi Sakimoto; 1969-02-26
Verytex; Hitoshi Sakimoto; 1969-02-26
King Breeder; Hitoshi Sakimoto; 1969-02-26
Magical Chase; Hitoshi Sakimoto; 1969-02-26
Cyber Block Metal Orange; Hitoshi Sakimoto; 1969-02-26
Bad Omen; Hitoshi Sakimoto; 1969-02-26
Gauntlet IV; Hitoshi Sakimoto; 1969-02-26
Super Back to the Future II; Hitoshi Sakimoto; 1969-02-26
Ogre Battle: The March of the Black Queen; Hitoshi Sakimoto; 1969-02-26
Sword Maniac; Hitoshi Sakimoto; 1969-02-26
Kingdom Grand Prix; Hitoshi Sakimoto; 1969-02-26
Pile Up March; Hitoshi Sakimoto; 1969-02-26
Moldorian: Hikari to Yami no Sister; Hitoshi Sakimoto; 1969-02-26
Tactics Ogre: Let Us Cling Together; Hitoshi Sakimoto; 1969-02-26
Chick's Tale; Hitoshi Sakimoto; 1969-02-26
Dragon Master Silk II; Hitoshi Sakimoto; 1969-02-26
Treasure Hunter G; Hitoshi Sakimoto; 1969-02-26
Terra Diver; Hitoshi Sakimoto; 1969-02-26
Hourai Gakuen no Bouken!; Hitoshi Sakimoto; 1969-02-26
Chip-chan Kick!; Hitoshi Sakimoto; 1969-02-26
Bloody Roar; Hitoshi Sakimoto; 1969-02-26
Final Fantasy Tactics; Hitoshi Sakimoto; 1969-02-26
Radiant Silvergun; Hitoshi Sakimoto; 1969-02-26
Armed Police Batrider; Hitoshi Sakimoto; 1969-02-26
Ogre Battle 64: Person of Lordly Caliber; Hitoshi Sakimoto; 1969-02-26
Vagrant Story; Hitoshi Sakimoto; 1969-02-26
Tactics Ogre: The Knight of Lodis; Hitoshi Sakimoto; 1969-02-26
Kuusen; Hitoshi Sakimoto; 1969-02-26
Legaia 2: Duel Saga; Hitoshi Sakimoto; 1969-02-26
Tekken Advance; Hitoshi Sakimoto; 1969-02-26
Breath of Fire: Dragon Quarter; Hitoshi Sakimoto; 1969-02-26
Perfect Prince; Hitoshi Sakimoto; 1969-02-26
Final Fantasy Tactics Advance; Hitoshi Sakimoto; 1969-02-26
Gradius V; Hitoshi Sakimoto; 1969-02-26
Stella Deus: The Gate of Eternity; Hitoshi Sakimoto; 1969-02-26
Mushihimesama; Hitoshi Sakimoto; 1969-02-26
Wizardry Gaiden: Prisoners of the Battles; Hitoshi Sakimoto; 1969-02-26
Bleach: Heat the Soul 2; Hitoshi Sakimoto; 1969-02-26
Zoids: Full Metal Crash; Hitoshi Sakimoto; 1969-02-26
Monster Kingdom: Jewel Summoner; Hitoshi Sakimoto; 1969-02-26
Fantasy Earth: Zero; Hitoshi Sakimoto; 1969-02-26
Final Fantasy XII; Hitoshi Sakimoto; 1969-02-26
Digimon Battle Terminal; Hitoshi Sakimoto; 1969-02-26
Battle Stadium D.O.N; Hitoshi Sakimoto; 1969-02-26
Digimon World Data Squad; Hitoshi Sakimoto; 1969-02-26
Bleach: Heat the Soul 4; Hitoshi Sakimoto; 1969-02-26
GrimGrimoire; Hitoshi Sakimoto; 1969-02-26
Final Fantasy XII: Revenant Wings; Hitoshi Sakimoto; 1969-02-26
Final Fantasy Tactics: The War of the Lions; Hitoshi Sakimoto; 1969-02-26
Odin Sphere; Hitoshi Sakimoto; 1969-02-26
ASH: Archaic Sealed Heat; Hitoshi Sakimoto; 1969-02-26
Final Fantasy Tactics A2; Hitoshi Sakimoto; 1969-02-26
Opoona; Hitoshi Sakimoto; 1969-02-26
Deltora Quest; Hitoshi Sakimoto; 1969-02-26
L no Kisetsu 2: Invisible Memories; Hitoshi Sakimoto; 1969-02-26
Valkyria Chronicles; Hitoshi Sakimoto; 1969-02-26
The Wizard of Oz: Beyond the Yellow Brick Road; Hitoshi Sakimoto; 1969-02-26
Elminage: Priestess of Darkness and The Ring of Gods; Hitoshi Sakimoto; 1969-02-26
Coded Soul: Uketsugareshi Idea; Hitoshi Sakimoto; 1969-02-26
Elminage II; Hitoshi Sakimoto; 1969-02-26
Muramasa: The Demon Blade; Hitoshi Sakimoto; 1969-02-26
Tekken 6; Hitoshi Sakimoto; 1969-02-26
Lord of Vermilion II; Hitoshi Sakimoto; 1969-02-26
Valkyria Chronicles II; Hitoshi Sakimoto; 1969-02-26
Tactics Ogre: Let Us Cling Together; Hitoshi Sakimoto; 1969-02-26
Rikishi: Legend of Paper Wrestling; Hitoshi Sakimoto; 1969-02-26
Valkyria Chronicles III; Hitoshi Sakimoto; 1969-02-26
The Denpa Men: They Came By Wave; Hitoshi Sakimoto; 1969-02-26
The Denpa Men 2: Beyond the Waves; Hitoshi Sakimoto; 1969-02-26
Crimson Shroud; Hitoshi Sakimoto; 1969-02-26
World Zero; Hitoshi Sakimoto; 1969-02-26
Dragon's Crown; Hitoshi Sakimoto; 1969-02-26
The Denpa Men 3: The Rise of Digitoll; Hitoshi Sakimoto; 1969-02-26
The Denpa Men Free!; Hitoshi Sakimoto; 1969-02-26
Age of Ishtaria; Hitoshi Sakimoto; 1969-02-26
Terra Battle; Hitoshi Sakimoto; 1969-02-26
Battle Champs; Hitoshi Sakimoto; 1969-02-26
The World End Eclipse; Hitoshi Sakimoto; 1969-02-26
Chaos Dragon; Hitoshi Sakimoto; 1969-02-26
Zodiac: Orcanon Odyssey; Hitoshi Sakimoto; 1969-02-26
Odin Sphere Leifthrasir; Hitoshi Sakimoto; 1969-02-26
Tiger Knight; Hitoshi Sakimoto; 1969-02-26
