Soundtrack;Composer;Composer Birthday
Seasons;Jerry Martin;n/a
University Life;Jerry Martin;n/a
Island Paradise;Jerry Martin;n/a
Into The Future;Jerry Martin;n/a
Get To Work;Jerry Martin;n/a
Get Together;Jerry Martin;n/a
City Living;Jerry Martin;n/a
Cats & Dogs;Jerry Martin;n/a
Seasons;Jerry Martin;n/a
Get Famous;Jerry Martin;n/a
Outdoor Retreat;Jerry Martin;n/a
Spa Day;Jerry Martin;n/a
Dine Out;Jerry Martin;n/a
Vampires;Jerry Martin;n/a
Parenthood;Jerry Martin;n/a
Jungle Adventure;Jerry Martin;n/a
Strangerville;Jerry Martin;n/a
Life Stories;Jerry Martin;n/a
Pet Stories;Jerry Martin;n/a
Castaway Stories;Jerry Martin;n/a
Medieval;Jerry Martin;n/a
Pirates And Nobles;Jerry Martin;n/a
Bustin' Out;Jerry Martin;n/a
The Urbz;Jerry Martin;n/a
Castaway;Jerry Martin;n/a
Apartment Pets;Jerry Martin;n/a
Kingdom;Jerry Martin;n/a
Party;Jerry Martin;n/a
Racing;Jerry Martin;n/a
Agents;Jerry Martin;n/a
Skyheroes;Jerry Martin;n/a
Online;Jerry Martin;n/a
Carnival;Jerry Martin;n/a
Social;Jerry Martin;n/a
Freeplay;Jerry Martin;n/a
Mobile;Jerry Martin;n/a
Simsville;Jerry Martin;n/a
The Strangerhood;Jerry Martin;n/a
U.S.S. John Young;Jesper Kyd;1972-02-03
Pro Moves Soccer;Jesper Kyd;1972-02-03
Sub-terrania;Jesper Kyd;1972-02-03
Red Zone;Jesper Kyd;1972-02-03
Heavy Machinery;Jesper Kyd;1972-02-03
The Adventures Of Batman & Robin;Jesper Kyd;1972-02-03
Amok;Jesper Kyd;1972-02-03
Scorcher;Jesper Kyd;1972-02-03
Time Tremors;Jesper Kyd;1972-02-03
Soldier;Jesper Kyd;1972-02-03
Mdk2;Jesper Kyd;1972-02-03
Messiah;Jesper Kyd;1972-02-03
Hitman: Codename 47;Jesper Kyd;1972-02-03
The Nations: Alien Nations 2;Jesper Kyd;1972-02-03
Shattered Galaxy;Jesper Kyd;1972-02-03
Minority Report: The Video Game;Jesper Kyd;1972-02-03
Hitman 2: Silent Assassin;Jesper Kyd;1972-02-03
Brute Force;Jesper Kyd;1972-02-03
Freedom Fighters;Jesper Kyd;1972-02-03
Mcfarlane's Evil Prophecy;Jesper Kyd;1972-02-03
Hitman: Contracts;Jesper Kyd;1972-02-03
Robotech: Invasion;Jesper Kyd;1972-02-03
Dance Dance Revolution Ultramix 2;Jesper Kyd;1972-02-03
Tom Clancy's Splinter Cell: Chaos Theory;Jesper Kyd;1972-02-03
Hitman: Blood Money;Jesper Kyd;1972-02-03
Kane & Lynch: Dead Men;Jesper Kyd;1972-02-03
Unreal Tournament 3;Jesper Kyd;1972-02-03
Assassin's Creed;Jesper Kyd;1972-02-03
The Club;Jesper Kyd;1972-02-03
The Chronicles Of Spellborn;Jesper Kyd;1972-02-03
Borderlands;Jesper Kyd;1972-02-03
Assassin's Creed Ii;Jesper Kyd;1972-02-03
Assassin's Creed: Brotherhood;Jesper Kyd;1972-02-03
Assassin's Creed: Revelations;Jesper Kyd;1972-02-03
Forza Motorsport 4;Jesper Kyd;1972-02-03
Soulcalibur V;Jesper Kyd;1972-02-03
Assassin's Creed Ii;Jesper Kyd;1972-02-03
Darksiders Ii;Jesper Kyd;1972-02-03
Borderlands 2;Jesper Kyd;1972-02-03
Soldiers Inc.;Jesper Kyd;1972-02-03
State Of Decay;Jesper Kyd;1972-02-03
Sparta: War Of Empires;Jesper Kyd;1972-02-03
Pirates: Tides Of Fortune;Jesper Kyd;1972-02-03
Stormfall: Age Of War;Jesper Kyd;1972-02-03
Heroes & Generals;Jesper Kyd;1972-02-03
Borderlands: The Pre-sequel!;Jesper Kyd;1972-02-03
Moonrise;Jesper Kyd;1972-02-03
Warhammer: End Times - Vermintide;Jesper Kyd;1972-02-03
Robinson: The Journey;Jesper Kyd;1972-02-03
Mu Legend;Jesper Kyd;1972-02-03
Battle Chasers: Nightwar;Jesper Kyd;1972-02-03
Warhammer: Vermintide 2;Jesper Kyd;1972-02-03
State Of Decay 2;Jesper Kyd;1972-02-03
Borderlands 3;Jesper Kyd;1972-02-03
Death Of A Saleswoman;Jesper Kyd;1972-02-03
Pure;Jesper Kyd;1972-02-03
Night All Day;Jesper Kyd;1972-02-03
Sweet Insanity;Jesper Kyd;1972-02-03
La Passion De Jeanne D'arc;Jesper Kyd;1972-02-03
Staunton Hill;Jesper Kyd;1972-02-03
A Perfect Soldier;Jesper Kyd;1972-02-03
Chronicles Of The Ghostly Tribe;Jesper Kyd;1972-02-03
Tumbbad;Jesper Kyd;1972-02-03
Organizm;Jesper Kyd;1972-02-03
The Lion Tamer;Jesper Kyd;1972-02-03
Going With Neill;Jesper Kyd;1972-02-03
Day Pass;Jesper Kyd;1972-02-03
Paper Plane Man;Jesper Kyd;1972-02-03
Pure;Jesper Kyd;1972-02-03
Cycle;Jesper Kyd;1972-02-03
Impulse;Jesper Kyd;1972-02-03
Virus;Jesper Kyd;1972-02-03
The Auctioneers;Jesper Kyd;1972-02-03
Somnolence;Jesper Kyd;1972-02-03
Assassin's Creed: Embers;Jesper Kyd;1972-02-03
The Resistance;Jesper Kyd;1972-02-03
Metal Hurlant Chronicles;Jesper Kyd;1972-02-03
Metal Hurlant Chronicles;Jesper Kyd;1972-02-03
A-10;Joe Basquez;n/a
Abuse;Joe Basquez;n/a
Atf;Joe Basquez;n/a
Bioforge Missions;Joe Basquez;n/a
F-15;Joe Basquez;n/a
Fighter Pilot;Joe Basquez;n/a
Jane's Longbow 2;Joe Basquez;n/a
Prowler;Joe Basquez;n/a
Super Wing Commander;Joe Basquez;n/a
Ultima Online;Joe Basquez;n/a
Ultima Online: The Second Age;Joe Basquez;n/a
Ultima Ascension;Joe Basquez;n/a
Wing Commander Iii;Joe Basquez;n/a
Wing Commander Prophecy;Joe Basquez;n/a
Wing Commander: Secret Ops;Joe Basquez;n/a
Wing Commander: The Kilrathi Saga;Joe Basquez;n/a
Ninth Life;Joe Basquez;n/a
American Spirit;Joe Basquez;n/a
Campaign;Joe Basquez;n/a
The Alamo;Joe Basquez;n/a
Extra Notes - 13 Days At The Alamo;Joe Basquez;n/a
Sin City;Joe Basquez;n/a
A Scanner Darkly;Joe Basquez;n/a
J.F. Que?;Joe Basquez;n/a
Idiocracy;Joe Basquez;n/a
The Quiet;Joe Basquez;n/a
We Won It All Once;Joe Basquez;n/a
La Pastorela;Joe Basquez;n/a
The Adventures Of Shark Boy And Lava Girl;Joe Basquez;n/a
Oil Storm;Joe Basquez;n/a
Infamous;Joe Basquez;n/a
The Return;Joe Basquez;n/a
Los Aires Del Senor Verde;Joe Basquez;n/a
State Vs Reed;Joe Basquez;n/a
Blade Of The King;Joe Basquez;n/a
Hello Officer!;Joe Basquez;n/a
The Reckoning;Joe Basquez;n/a
Petra's Pecado;Joe Basquez;n/a
Grind House;Joe Basquez;n/a
Rosita's Jalapeno Kitchen;Joe Basquez;n/a
Petra's Cuento;Joe Basquez;n/a
Omg! Zombies!;Joe Basquez;n/a
I Am Not A Werewolf;Joe Basquez;n/a
Repentance;Joe Basquez;n/a
Castle In The Sky;Joe Hisaishi;1950-12-06
My Neighbor Totoro;Joe Hisaishi;1950-12-06
Grave Of The Fireflies;Joe Hisaishi;1950-12-06
Kiki's Delivery Service;Joe Hisaishi;1950-12-06
Only Yesterday;Joe Hisaishi;1950-12-06
Porco Rosso;Joe Hisaishi;1950-12-06
Ocean Waves;Joe Hisaishi;1950-12-06
Pom Poko;Joe Hisaishi;1950-12-06
Whisper Of The Heart;Joe Hisaishi;1950-12-06
Princess Mononoke;Joe Hisaishi;1950-12-06
My Neighbors The Yamadas;Joe Hisaishi;1950-12-06
Spirited Away;Joe Hisaishi;1950-12-06
The Cat Returns;Joe Hisaishi;1950-12-06
Howl's Moving Castle;Joe Hisaishi;1950-12-06
Tales From Earthsea;Joe Hisaishi;1950-12-06
Ponyo;Joe Hisaishi;1950-12-06
Arrietty;Joe Hisaishi;1950-12-06
From Up On Poppy Hill;Joe Hisaishi;1950-12-06
The Wind Rises;Joe Hisaishi;1950-12-06
The Tale Of The Princess Kaguya;Joe Hisaishi;1950-12-06
When Marnie Was There;Joe Hisaishi;1950-12-06
How Do You Live?;Joe Hisaishi;1950-12-06
Nandaro;Joe Hisaishi;1950-12-06
On Your Mark;Joe Hisaishi;1950-12-06
Ghiblies;Joe Hisaishi;1950-12-06
Ghiblies Episode 2;Joe Hisaishi;1950-12-06
Imaginary Flying Machines;Joe Hisaishi;1950-12-06
The Whale Hunt;Joe Hisaishi;1950-12-06
Koro's Big Day Out;Joe Hisaishi;1950-12-06
Mei And The Kittenbus;Joe Hisaishi;1950-12-06
Looking For A Home;Joe Hisaishi;1950-12-06
The Day I Harvested A Planet;Joe Hisaishi;1950-12-06
The Night Of Taneyamagahara;Joe Hisaishi;1950-12-06
Water Spider Monmon;Joe Hisaishi;1950-12-06
Iblard Jikan;Joe Hisaishi;1950-12-06
A Sumo Wrestler's Tail;Joe Hisaishi;1950-12-06
Mr. Dough And The Egg Princess;Joe Hisaishi;1950-12-06
Giant God Warrior Appears In Tokyo;Joe Hisaishi;1950-12-06
Boro The Caterpillar;Joe Hisaishi;1950-12-06
Jade Cocoon: Story Of The Tamamayu;Joe Hisaishi;1950-12-06
Jade Cocoon 2;Joe Hisaishi;1950-12-06
Magic Pengel: The Quest For Color;Joe Hisaishi;1950-12-06
Ni No Kuni;Joe Hisaishi;1950-12-06
Dominion Of The Dark Djinn;Joe Hisaishi;1950-12-06
Wrath Of The White Witch;Joe Hisaishi;1950-12-06
Shiki-jitsu;Joe Hisaishi;1950-12-06
Ghost In The Shell 2: Innocence;Joe Hisaishi;1950-12-06
Ronja, The Robber's Daughter;Joe Hisaishi;1950-12-06
The Red Turtle;Joe Hisaishi;1950-12-06
The Kingdom Of Dreams And Madness;Joe Hisaishi;1950-12-06
Mary And The Witch's Flower;Joe Hisaishi;1950-12-06
Neuromancer;Johnny Mnemonic;n/a
Count Zero;Johnny Mnemonic;n/a
Mona Lisa Overdrive;Johnny Mnemonic;n/a
Virtual Light;Johnny Mnemonic;n/a
Idoru;Johnny Mnemonic;n/a
All Tomorrow's Parties;Johnny Mnemonic;n/a
Pattern Recognition;Johnny Mnemonic;n/a
;Johnny Mnemonic;n/a
Spook Country;Johnny Mnemonic;n/a
Zero History;Johnny Mnemonic;n/a
The Difference Engine;Johnny Mnemonic;n/a
The Peripheral;Johnny Mnemonic;n/a
Archangel;Johnny Mnemonic;n/a
Agency;Johnny Mnemonic;n/a
Agrippa (a Book Of The Dead);Johnny Mnemonic;n/a
No Maps For These Territories;Johnny Mnemonic;n/a
Distrust That Particular Flavor;Johnny Mnemonic;n/a
Node Magazine;Johnny Mnemonic;n/a
Smoking Monkey;Jonathan Coulton;1970-12-01
Where Tradition Meets Tomorrow;Jonathan Coulton;1970-12-01
Our Bodies, Ourselves, Our Cybernetic Arms;Jonathan Coulton;1970-12-01
Thing A Week One;Jonathan Coulton;1970-12-01
Thing A Week Two;Jonathan Coulton;1970-12-01
Thing A Week Three;Jonathan Coulton;1970-12-01
Thing A Week Four;Jonathan Coulton;1970-12-01
Artificial Heart;Jonathan Coulton;1970-12-01
Solid State;Jonathan Coulton;1970-12-01
Some Guys;Jonathan Coulton;1970-12-01
Joco Looks Back;Jonathan Coulton;1970-12-01
Best. Concert. Ever.;Jonathan Coulton;1970-12-01
Jonathan Coulton's Greatest Hit (plus 13 Other Songs);Jonathan Coulton;1970-12-01
Joco Live;Jonathan Coulton;1970-12-01
Other Experiments;Jonathan Coulton;1970-12-01
Unplugged;Jonathan Coulton;1970-12-01
The Orange Box Original Soundtrack;Jonathan Coulton;1970-12-01
The Aftermath;Jonathan Coulton;1970-12-01
Many Hands: Family Music For Haiti;Jonathan Coulton;1970-12-01
Portal 2 Soundtrack: Songs To Test By - Volume 3;Jonathan Coulton;1970-12-01
One Christmas At A Time;Jonathan Coulton;1970-12-01
Lego Dimensions;Jonathan Coulton;1970-12-01
Spongebob Squarepants: The Broadway Musical;Jonathan Coulton;1970-12-01
The Best Whiffenpoofs Ever;Jonathan Coulton;1970-12-01
Thing A Week One;Jonathan Coulton;1970-12-01
Thing A Week Two;Jonathan Coulton;1970-12-01
Thing A Week Three;Jonathan Coulton;1970-12-01
Thing A Week Four;Jonathan Coulton;1970-12-01
The Aftermath;Jonathan Coulton;1970-12-01
Artificial Heart;Jonathan Coulton;1970-12-01
Solid State;Jonathan Coulton;1970-12-01
Joco Looks Back;Jonathan Coulton;1970-12-01
Best. Concert. Ever.;Jonathan Coulton;1970-12-01
Adventures In Wonderland;Josh Mancell;1969-11-13
Futurequest;Josh Mancell;1969-11-13
Clifford The Big Red Dog;Josh Mancell;1969-11-13
The Groovenians;Josh Mancell;1969-11-13
Gary The Rat;Josh Mancell;1969-11-13
Shorty Mcshorts' Shorts;Josh Mancell;1969-11-13
The Bite-sized Adventures Of Sam Sandwich;Josh Mancell;1969-11-13
Lockon;Jph Wacheski;n/a
Joust 3: Revenge Of The Lava Troll;Jph Wacheski;n/a
Seeds: Three Birds Of The Apocalypse;Jph Wacheski;n/a
Wizard Of Wor (remake);Jph Wacheski;n/a
Electric Yo-yo (remake);Jph Wacheski;n/a
Valence;Jph Wacheski;n/a
Sub Atomic;Jph Wacheski;n/a
Lunar Rescue;Jph Wacheski;n/a
Quiescence;Jph Wacheski;n/a
100 Invaders;Jph Wacheski;n/a
Cathode Raygun;Jph Wacheski;n/a
Forward;Jph Wacheski;n/a
Upstream;Jph Wacheski;n/a
Mendel Palace;Junichi Masuda;1968-01-12
Yoshi;Junichi Masuda;1968-01-12
Magical Taruruuto-kun;Junichi Masuda;1968-01-12
Mario & Wario;Junichi Masuda;1968-01-12
Pulseman;Junichi Masuda;1968-01-12
Bushi Seiryuden;Junichi Masuda;1968-01-12
Pokemon Red/green/blue/yellow;Junichi Masuda;1968-01-12
Pokemon Stadium;Junichi Masuda;1968-01-12
Pokemon Gold/silver/crystal;Junichi Masuda;1968-01-12
Drill Dozer;Junichi Masuda;1968-01-12
Harmoknight;Junichi Masuda;1968-01-12
Tembo The Badass Elephant;Junichi Masuda;1968-01-12
Pokemon Go;Junichi Masuda;1968-01-12
Giga Wrecker;Junichi Masuda;1968-01-12
Pokemon Quest;Junichi Masuda;1968-01-12
Pokemon 2.B.A. Master;Junichi Masuda;1968-01-12
Pokemon Adventures;Junichi Masuda;1968-01-12
Black And Blue;Junichi Masuda;1968-01-12
Pokemon Apokelypse;Junichi Masuda;1968-01-12
Pokemon Sage;Junichi Masuda;1968-01-12
Pokemon Uranium;Junichi Masuda;1968-01-12
Pokemon Live!;Junichi Masuda;1968-01-12
Pokemon Junior;Junichi Masuda;1968-01-12
Super Smash Bros.;Junichi Masuda;1968-01-12
Pokemon: Symphonic Evolutions;Junichi Masuda;1968-01-12
Bomberman;Jun Chikuma;n/a
Adventure Island;Jun Chikuma;n/a
Doraemon;Jun Chikuma;n/a
Faxanadu;Jun Chikuma;n/a
Jaseiken Necromancer;Jun Chikuma;n/a
The Legendary Axe;Jun Chikuma;n/a
Military Madness;Jun Chikuma;n/a
Cratermaze;Jun Chikuma;n/a
Wonder Boy Iii: Monster Lair;Jun Chikuma;n/a
Atomic Punk;Jun Chikuma;n/a
Bomberman;Jun Chikuma;n/a
Bomberman Ii;Jun Chikuma;n/a
Bomberman '93;Jun Chikuma;n/a
Super Bomberman;Jun Chikuma;n/a
Bomberman '94;Jun Chikuma;n/a
Bomberman: Panic Bomber;Jun Chikuma;n/a
Super Bomberman 3;Jun Chikuma;n/a
Doremi Fantasy: Milon No Dokidoki Daibouken;Jun Chikuma;n/a
Super Bomberman 4;Jun Chikuma;n/a
Saturn Bomberman;Jun Chikuma;n/a
Ginga Ojousama Densetsu Yuna: Mika Akitaka Illust Works;Jun Chikuma;n/a
Bomberman B-daman;Jun Chikuma;n/a
Nectaris;Jun Chikuma;n/a
Super Bomberman 5;Jun Chikuma;n/a
Saturn Bomberman Fight!!;Jun Chikuma;n/a
Pocket Bomberman;Jun Chikuma;n/a
Bomberman World;Jun Chikuma;n/a
Bomberman Hero;Jun Chikuma;n/a
Bomberman Party Edition;Jun Chikuma;n/a
Bomberman Quest;Jun Chikuma;n/a
Bomberman B-daman Bakugaiden;Jun Chikuma;n/a
Bomberman Tournament;Jun Chikuma;n/a
Sonic And The Secret Rings;Jun Chikuma;n/a
Music Design;Jun Chikuma;n/a
Ten Plants;Jun Chikuma;n/a
Musique Classique De Tunisie Et D'egypte;Jun Chikuma;n/a
Concert At Dar Rachidia;Jun Chikuma;n/a
Dosei;Jun Maeda;1975-01-03
Moon;Jun Maeda;1975-01-03
One: Kagayaku Kisetsu E;Jun Maeda;1975-01-03
Kanon;Jun Maeda;1975-01-03
Air;Jun Maeda;1975-01-03
Clannad;Jun Maeda;1975-01-03
Planetarian: The Reverie Of A Little Planet;Jun Maeda;1975-01-03
Tomoyo After: It's A Wonderful Life;Jun Maeda;1975-01-03
Little Busters!;Jun Maeda;1975-01-03
Kud Wafter;Jun Maeda;1975-01-03
Rewrite;Jun Maeda;1975-01-03
Angel Beats!;Jun Maeda;1975-01-03
Harmonia;Jun Maeda;1975-01-03
Summer Pockets;Jun Maeda;1975-01-03
Angel Beats!;Jun Maeda;1975-01-03
Charlotte;Jun Maeda;1975-01-03
Planetarian: Storyteller Of The Stars;Jun Maeda;1975-01-03
Kanon;Jun Maeda;1975-01-03
Air;Jun Maeda;1975-01-03
Clannad;Jun Maeda;1975-01-03
Planetarian;Jun Maeda;1975-01-03
Little Busters!;Jun Maeda;1975-01-03
Angel Beats!;Jun Maeda;1975-01-03
Kud Wafter;Jun Maeda;1975-01-03
Rewrite;Jun Maeda;1975-01-03
Charlotte;Jun Maeda;1975-01-03
Harmonia;Jun Maeda;1975-01-03
Humanity...;Jun Maeda;1975-01-03
Ma-na;Jun Maeda;1975-01-03
Love Song;Jun Maeda;1975-01-03
Key 10th Memorial Fes Anniversary Cd;Jun Maeda;1975-01-03
Circle Of Fifth;Jun Maeda;1975-01-03
Key Net Radio;Jun Maeda;1975-01-03
Owari No Hoshi No Love Song;Jun Maeda;1975-01-03
Sonic The Hedgehog;Jun Senoue;1970-08-02
2;Jun Senoue;1970-08-02
Cd;Jun Senoue;1970-08-02
3;Jun Senoue;1970-08-02
3d Blast;Jun Senoue;1970-08-02
Jam;Jun Senoue;1970-08-02
R;Jun Senoue;1970-08-02
Adventure;Jun Senoue;1970-08-02
Adventure 2;Jun Senoue;1970-08-02
Pinball Party;Jun Senoue;1970-08-02
Battle;Jun Senoue;1970-08-02
Heroes;Jun Senoue;1970-08-02
Shadow The Hedgehog;Jun Senoue;1970-08-02
Riders;Jun Senoue;1970-08-02
Secret Rings;Jun Senoue;1970-08-02
Riders: Zero Gravity;Jun Senoue;1970-08-02
Unleashed;Jun Senoue;1970-08-02
Black Knight;Jun Senoue;1970-08-02
4: Episode I;Jun Senoue;1970-08-02
Free Riders;Jun Senoue;1970-08-02
Colors;Jun Senoue;1970-08-02
Generations;Jun Senoue;1970-08-02
4: Episode Ii;Jun Senoue;1970-08-02
Lost World;Jun Senoue;1970-08-02
Runners;Jun Senoue;1970-08-02
Forces;Jun Senoue;1970-08-02
Nights Into Dreams;Jun Senoue;1970-08-02
Nights: Journey Of Dreams;Jun Senoue;1970-08-02
Phantasy Star Online;Jun Senoue;1970-08-02
Online: C.A.R.D. Revolution;Jun Senoue;1970-08-02
Phantasy Star Universe;Jun Senoue;1970-08-02
Puyo Pop Fever;Jun Senoue;1970-08-02
Fever 2;Jun Senoue;1970-08-02
15th Anniversary;Jun Senoue;1970-08-02
7;Jun Senoue;1970-08-02
20th Anniversary;Jun Senoue;1970-08-02
Tetris;Jun Senoue;1970-08-02
Ristar;Jun Senoue;1970-08-02
Burning Rangers;Jun Senoue;1970-08-02
Chuchu Rocket!;Jun Senoue;1970-08-02
Samba De Amigo;Jun Senoue;1970-08-02
Billy Hatcher And The Giant Egg;Jun Senoue;1970-08-02
Astro Boy;Jun Senoue;1970-08-02
Sega Superstars;Jun Senoue;1970-08-02
Feel The Magic: Xy/xx;Jun Senoue;1970-08-02
The Rub Rabbits!;Jun Senoue;1970-08-02
Project Sakura Wars;Jun Senoue;1970-08-02
Bigfoot Wars;Justin R. Durban;1977-12-07
Threads Of Destiny;Justin R. Durban;1977-12-07
The Curse Of Babylon;Justin R. Durban;1977-12-07
Bloodline;Justin R. Durban;1977-12-07
Star Trek: Of Gods And Men;Justin R. Durban;1977-12-07
Inalienable;Justin R. Durban;1977-12-07
Semum;Justin R. Durban;1977-12-07
Gps The Movie;Justin R. Durban;1977-12-07
Firecracker;Justin R. Durban;1977-12-07
Powerless;Justin R. Durban;1977-12-07
Jibaku-kun;Kan Sawada;n/a
Doraemon;Kan Sawada;n/a
14-sai No Haha;Kan Sawada;n/a
Yowamushi Pedal;Kan Sawada;n/a
X;Kazumi Totaka;1967-08-23
Mario Paint;Kazumi Totaka;1967-08-23
Kaeru No Tame Ni Kane Wa Naru;Kazumi Totaka;1967-08-23
Super Mario Land 2: Six Golden Coins;Kazumi Totaka;1967-08-23
Tetris;Kazumi Totaka;1967-08-23
Dr. Mario;Kazumi Totaka;1967-08-23
Virtual Boy Wario Land;Kazumi Totaka;1967-08-23
Wave Race 64;Kazumi Totaka;1967-08-23
Yoshi's Story;Kazumi Totaka;1967-08-23
Mario Artist: Polygon Studio;Kazumi Totaka;1967-08-23
Mario Artist: Paint Studio;Kazumi Totaka;1967-08-23
Mario Artist: Talent Studio;Kazumi Totaka;1967-08-23
Machop At Work;Kazumi Totaka;1967-08-23
Luigi's Mansion;Kazumi Totaka;1967-08-23
Kingler's Day;Kazumi Totaka;1967-08-23
Animal Crossing;Kazumi Totaka;1967-08-23
Yoshi Touch & Go;Kazumi Totaka;1967-08-23
Animal Crossing: Wild World;Kazumi Totaka;1967-08-23
Default Wii Channels;Kazumi Totaka;1967-08-23
Wii Sports;Kazumi Totaka;1967-08-23
Kenkou Ouen Recipe 1000: Ds Kondate Zenshuu;Kazumi Totaka;1967-08-23
X-scape;Kazumi Totaka;1967-08-23
Wii Sports Club;Kazumi Totaka;1967-08-23
Yoshi's Woolly World;Kazumi Totaka;1967-08-23
Animal Crossing: Happy Home Designer;Kazumi Totaka;1967-08-23
Poochy & Yoshi's Woolly World;Kazumi Totaka;1967-08-23
The Legend Of Zelda: Link's Awakening;Kazumi Totaka;1967-08-23
Super Smash Bros.;Kazumi Totaka;1967-08-23
Super Smash Bros. Melee;Kazumi Totaka;1967-08-23
Pikmin 2;Kazumi Totaka;1967-08-23
Animal Crossing: Wild World;Kazumi Totaka;1967-08-23
Yoshi's Island Ds;Kazumi Totaka;1967-08-23
Wii Sports;Kazumi Totaka;1967-08-23
Super Smash Bros. Brawl;Kazumi Totaka;1967-08-23
Wii Music;Kazumi Totaka;1967-08-23
Animal Crossing: City Folk;Kazumi Totaka;1967-08-23
Animal Crossing: New Leaf;Kazumi Totaka;1967-08-23
Luigi's Mansion: Dark Moon;Kazumi Totaka;1967-08-23
Yoshi's New Island;Kazumi Totaka;1967-08-23
Super Smash Bros. For Nintendo 3ds And Wii U;Kazumi Totaka;1967-08-23
Animal Crossing: Happy Home Designer;Kazumi Totaka;1967-08-23
Mini Mario & Friends: Amiibo Challenge;Kazumi Totaka;1967-08-23
Mario Tennis Aces;Kazumi Totaka;1967-08-23
Super Smash Bros. Ultimate;Kazumi Totaka;1967-08-23
Yoshi's Crafted World;Kazumi Totaka;1967-08-23
Animal Forest;Kazumi Totaka;1967-08-23
Animal Crossing;Kazumi Totaka;1967-08-23
Animal Crossing: City Folk;Kazumi Totaka;1967-08-23
Animal Crossing: Wild World;Kazumi Totaka;1967-08-23
Animal Crossing: New Leaf;Kazumi Totaka;1967-08-23
Animal Crossing: Happy Home Designer;Kazumi Totaka;1967-08-23
Kaeru No Tame Ni Kane Wa Naru;Kazumi Totaka;1967-08-23
The Legend Of Zelda: Link's Awakening;Kazumi Totaka;1967-08-23
Luigi's Mansion;Kazumi Totaka;1967-08-23
Mario Artist: Talent Studio;Kazumi Totaka;1967-08-23
Mario Kart 8;Kazumi Totaka;1967-08-23
Mario Paint;Kazumi Totaka;1967-08-23
Pikmin 2;Kazumi Totaka;1967-08-23
Super Mario Land 2: 6 Golden Coins;Kazumi Totaka;1967-08-23
Virtual Boy Wario Land;Kazumi Totaka;1967-08-23
X;Kazumi Totaka;1967-08-23
X-scape;Kazumi Totaka;1967-08-23
Yoshi Touch & Go;Kazumi Totaka;1967-08-23
Yoshi's New Island;Kazumi Totaka;1967-08-23
Yoshi's Story;Kazumi Totaka;1967-08-23
Animal Crossing;Kazumi Totaka;1967-08-23
Wild World;Kazumi Totaka;1967-08-23
City Folk;Kazumi Totaka;1967-08-23
New Leaf;Kazumi Totaka;1967-08-23
New Horizons;Kazumi Totaka;1967-08-23
Happy Home Designer;Kazumi Totaka;1967-08-23
Amiibo Festival;Kazumi Totaka;1967-08-23
Pocket Camp;Kazumi Totaka;1967-08-23
Nintendo Land;Kazumi Totaka;1967-08-23
Mario Kart 8;Kazumi Totaka;1967-08-23
Super Smash Bros.;Kazumi Totaka;1967-08-23
Ultimate;Kazumi Totaka;1967-08-23
Tokyo Taro Is Living In Tokyo;Keiichi Suzuki;1951-08-28
Satelliteserenade;Keiichi Suzuki;1951-08-28
Yes, Paradise, Yes | M.R.B.S.;Keiichi Suzuki;1951-08-28
No.9;Keiichi Suzuki;1951-08-28
Keiichi Suzuki: Music For Films And Games;Keiichi Suzuki;1951-08-28
Swallowtail Butterfly;Keiichi Suzuki;1951-08-28
His;Keiichi Suzuki;1951-08-28
Yellow Magic Orchestra;Keiichi Suzuki;1951-08-28
Solid State Survivor;Keiichi Suzuki;1951-08-28
multiplies;Keiichi Suzuki;1951-08-28
Bgm;Keiichi Suzuki;1951-08-28
Technodelic;Keiichi Suzuki;1951-08-28
Naughty Boys;Keiichi Suzuki;1951-08-28
Instrumental;Keiichi Suzuki;1951-08-28
Service;Keiichi Suzuki;1951-08-28
Technodon;Keiichi Suzuki;1951-08-28
Public Pressure;Keiichi Suzuki;1951-08-28
After Service;Keiichi Suzuki;1951-08-28
Faker Holic;Keiichi Suzuki;1951-08-28
Complete Service;Keiichi Suzuki;1951-08-28
Technodon Live;Keiichi Suzuki;1951-08-28
Winter Live 1981;Keiichi Suzuki;1951-08-28
World Tour 1980;Keiichi Suzuki;1951-08-28
Euymo - Yellow Magic Orchestra Live In London + Gijon 2008;Keiichi Suzuki;1951-08-28
Sealed;Keiichi Suzuki;1951-08-28
Kyoretsu Na Rhythm;Keiichi Suzuki;1951-08-28
Uc Ymo: Ultimate Collection Of Yellow Magic Orchestra;Keiichi Suzuki;1951-08-28
